pkgname,pkgbase,repo,arch,pkgver,pkgrel,epoch,pkgdesc,url,filename,compressed_size,installed_size,build_date,last_update,flag_date,packager
"cargo-depgraph","cargo-depgraph","extra","x86_64","1.6.0","2","0","Creates dependency graphs for cargo projects using cargo metadata and graphviz","https://github.com/jplatte/cargo-depgraph","cargo-depgraph-1.6.0-2-x86_64.pkg.tar.zst","470535","1335476","2023-12-18T13:26:47Z","2023-12-18T13:29:45.034Z","null","orhun"
"cargo-dist","cargo-dist","extra","x86_64","0.25.1","1","0","Shippable application packaging for Rust","https://github.com/axodotdev/cargo-dist","cargo-dist-0.25.1-1-x86_64.pkg.tar.zst","5282230","17504143","2024-11-02T05:57:15Z","2024-11-02T06:02:53.189Z","null","orhun"
"cargo-docs-rs","cargo-docs-rs","extra","x86_64","0.1.14","1","0","Imitate the documentation build that docs.rs would do","https://github.com/dtolnay/cargo-docs-rs","cargo-docs-rs-0.1.14-1-x86_64.pkg.tar.zst","492487","1389965","2024-11-13T09:57:32Z","2024-11-13T10:00:27.373Z","null","orhun"
"cargo-edit","cargo-edit","extra","x86_64","0.13.0","1","0","Managing cargo dependencies from the command line","https://github.com/killercup/cargo-edit/releases","cargo-edit-0.13.0-1-x86_64.pkg.tar.zst","2350338","7983992","2024-09-17T08:29:15Z","2024-09-17T09:59:04.348Z","null","orhun"
"cargo-expand","cargo-expand","extra","x86_64","1.0.95","1","0","Subcommand to show result of macro expansion","https://github.com/dtolnay/cargo-expand","cargo-expand-1.0.95-1-x86_64.pkg.tar.zst","2982443","8348413","2024-11-05T21:40:48Z","2024-11-05T21:44:41.100Z","null","orhun"
"cargo-feature","cargo-feature","extra","x86_64","0.7.0","2","0","Conveniently modify dependency features","https://github.com/Riey/cargo-feature","cargo-feature-0.7.0-2-x86_64.pkg.tar.zst","617277","1748581","2024-07-12T01:54:05Z","2024-07-12T02:07:27.354Z","null","blakkheim"
"cargo-flamegraph","cargo-flamegraph","extra","x86_64","0.6.5","3","0","Easy flamegraphs for Rust projects and everything else","https://github.com/flamegraph-rs/flamegraph","cargo-flamegraph-0.6.5-3-x86_64.pkg.tar.zst","977594","4281821","2024-02-24T12:15:35Z","2024-02-24T12:19:35.310Z","null","orhun"
"cargo-fuzz","cargo-fuzz","extra","x86_64","0.12.0","1","0","Command line helpers for fuzzing rust","https://github.com/rust-fuzz/cargo-fuzz","cargo-fuzz-0.12.0-1-x86_64.pkg.tar.zst","613579","1791666","2024-02-20T21:06:13Z","2024-02-20T21:08:16.333Z","null","kpcyrd"
"cargo-geiger","cargo-geiger","extra","x86_64","0.11.7","2","0","Detects usage of unsafe Rust in a Rust crate and its dependencies","https://github.com/rust-secure-code/cargo-geiger","cargo-geiger-0.11.7-2-x86_64.pkg.tar.zst","6060299","21369358","2023-12-19T18:03:57Z","2023-12-19T18:11:48.574Z","null","orhun"
"cargo-generate-rpm","cargo-generate-rpm","extra","x86_64","0.15.2","1","0","Cargo helper command to generate a binary RPM package","https://github.com/cat-in-136/cargo-generate-rpm","cargo-generate-rpm-0.15.2-1-x86_64.pkg.tar.zst","1026692","3097261","2024-07-25T07:11:35Z","2024-07-25T07:16:22.165Z","null","orhun"
"cargo-generate","cargo-generate","extra","x86_64","0.22.0","1","0","Use pre-existing git repositories as templates","https://github.com/cargo-generate/cargo-generate","cargo-generate-0.22.0-1-x86_64.pkg.tar.zst","2522389","8109277","2024-09-02T17:50:41Z","2024-09-02T18:03:12.846Z","null","orhun"
"cargo-hack","cargo-hack","extra","x86_64","0.6.33","1","0","A cargo subcommand to provide various options useful for testing and CI","https://github.com/taiki-e/cargo-hack","cargo-hack-0.6.33-1-x86_64.pkg.tar.zst","645007","1702888","2024-11-02T05:58:57Z","2024-11-02T06:08:15.812Z","null","orhun"
"cargo-insta","cargo-insta","extra","x86_64","1.41.1","1","0","Cargo plugin for snapshot testing in Rust","https://github.com/mitsuhiko/insta","cargo-insta-1.41.1-1-x86_64.pkg.tar.zst","1583397","5272285","2024-10-31T19:38:05Z","2024-10-31T19:41:58.145Z","null","orhun"
"cargo-license","cargo-license","extra","x86_64","0.6.1","1","0","Cargo subcommand to see license of dependencies","https://github.com/onur/cargo-license","cargo-license-0.6.1-1-x86_64.pkg.tar.zst","562331","1711678","2024-01-24T12:59:54Z","2024-01-24T13:04:25.910Z","null","dvzrv"
"cargo-llvm-cov","cargo-llvm-cov","extra","x86_64","0.6.14","1","0","Cargo subcommand to easily use LLVM source-based code coverage (-Z instrument-coverage).","https://github.com/taiki-e/cargo-llvm-cov","cargo-llvm-cov-0.6.14-1-x86_64.pkg.tar.zst","1257923","3853269","2024-10-12T20:15:01Z","2024-10-12T20:25:02.445Z","null","orhun"
"cargo-machete","cargo-machete","extra","x86_64","0.7.0","1","0","Remove unused Rust dependencies","https://github.com/bnjbvr/cargo-machete","cargo-machete-0.7.0-1-x86_64.pkg.tar.zst","1658865","5790975","2024-09-26T14:47:33Z","2024-09-26T14:50:53.189Z","null","orhun"
"cargo-make","cargo-make","extra","x86_64","0.37.23","1","0","Rust task runner and build tool","https://github.com/sagiegurari/cargo-make","cargo-make-0.37.23-1-x86_64.pkg.tar.zst","3425335","22861695","2024-10-19T13:42:26Z","2024-10-19T13:48:32.066Z","null","orhun"
"cargo-modules","cargo-modules","extra","x86_64","0.19.1","1","0","A cargo plugin for showing an overview of a crate's modules","https://github.com/regexident/cargo-modules","cargo-modules-0.19.1-1-x86_64.pkg.tar.zst","4374905","16254086","2024-11-02T06:01:42Z","2024-11-02T06:08:16.343Z","null","orhun"
"cargo-msrv","cargo-msrv","extra","x86_64","0.16.3","1","0","Find the minimum supported Rust version (MSRV) for your project","https://github.com/foresterre/cargo-msrv","cargo-msrv-0.16.3-1-x86_64.pkg.tar.zst","3762291","11488846","2024-11-11T08:56:43Z","2024-11-11T09:01:49.688Z","null","orhun"
"cargo-ndk","cargo-ndk","extra","x86_64","3.5.7","1","0","Compile Rust projects against the Android NDK without hassle","https://github.com/bbqsrc/cargo-ndk","cargo-ndk-3.5.7-1-x86_64.pkg.tar.zst","485143","1310804","2024-08-25T20:51:06Z","2024-08-25T20:54:42.837Z","null","orhun"
"cargo-nextest","cargo-nextest","extra","x86_64","0.9.84","1","0","A next-generation test runner for Rust.","https://github.com/nextest-rs/nextest","cargo-nextest-0.9.84-1-x86_64.pkg.tar.zst","3146941","10956867","2024-11-16T14:22:50Z","2024-11-16T14:29:30.082Z","null","orhun"
"cargo-outdated","cargo-outdated","extra","x86_64","0.15.0","1","0","A cargo subcommand for displaying when Rust dependencies are out of date","https://github.com/kbknapp/cargo-outdated","cargo-outdated-0.15.0-1-x86_64.pkg.tar.zst","4782562","15407596","2024-03-23T14:31:51Z","2024-03-23T14:50:02.831Z","null","orhun"
"cargo-pgrx","cargo-pgrx","extra","x86_64","0.12.4","1","0","Build PostgreSQL extensions with Rust","https://github.com/pgcentralfoundation/pgrx","cargo-pgrx-0.12.4-1-x86_64.pkg.tar.zst","3465411","11799101","2024-09-22T21:17:04Z","2024-09-22T21:44:34.856Z","null","grawlinson"
"cargo-public-api","cargo-public-api","extra","x86_64","0.41.0","1","0","List and diff the public API of Rust library crates","https://github.com/cargo-public-api/cargo-public-api","cargo-public-api-0.41.0-1-x86_64.pkg.tar.zst","1663474","6551977","2024-11-15T19:30:43Z","2024-11-15T19:34:54.097Z","null","orhun"
"cargo-rdme","cargo-rdme","extra","x86_64","1.4.7","1","0","Cargo command to create the README.md from your crate's documentation","https://github.com/orium/cargo-rdme","cargo-rdme-1.4.7-1-x86_64.pkg.tar.zst","1446744","4366388","2024-11-08T04:41:10Z","2024-11-08T04:45:23.166Z","null","orhun"
"cargo-release","cargo-release","extra","x86_64","0.25.12","1","0","Cargo subcommand \"release\": everything about releasing a rust crate","https://github.com/crate-ci/cargo-release","cargo-release-0.25.12-1-x86_64.pkg.tar.zst","2657296","7451510","2024-10-09T12:33:36Z","2024-10-09T12:38:49.180Z","null","dvzrv"
"cargo-run-bin","cargo-run-bin","extra","x86_64","1.7.3","1","0","Build, cache, and run CLI tools scoped in Cargo.toml","https://github.com/dustinblackman/cargo-run-bin","cargo-run-bin-1.7.3-1-x86_64.pkg.tar.zst","546524","1467601","2024-07-25T08:29:01Z","2024-07-25T08:36:48.677Z","null","orhun"
"cargo-semver-checks","cargo-semver-checks","extra","x86_64","0.36.0","1","0","Scan your Rust crate for semver violations","https://github.com/obi1kenobi/cargo-semver-checks","cargo-semver-checks-0.36.0-1-x86_64.pkg.tar.zst","6874134","30636174","2024-10-18T17:38:20Z","2024-10-18T17:47:11.321Z","null","orhun"
"cargo-show-asm","cargo-show-asm","extra","x86_64","0.2.42","1","0","Cargo subcommand to display ASM, LLVM-IR and MIR for Rust source code","https://github.com/pacak/cargo-show-asm","cargo-show-asm-0.2.42-1-x86_64.pkg.tar.zst","1974587","12274187","2024-11-11T08:57:31Z","2024-11-11T09:01:50.201Z","null","orhun"
"cargo-shuttle","cargo-shuttle","extra","x86_64","0.49.0","1","0","Cargo command for the shuttle platform","https://github.com/shuttle-hq/shuttle","cargo-shuttle-0.49.0-1-x86_64.pkg.tar.zst","7399242","28341235","2024-11-14T10:08:57Z","2024-11-14T10:16:33.129Z","null","orhun"
"cargo-sort","cargo-sort","extra","x86_64","1.1.0","1","0","Check if tables and items in a .toml file are lexically sorted","https://github.com/DevinR528/cargo-sort","cargo-sort-1.1.0-1-x86_64.pkg.tar.zst","527609","1436515","2024-10-19T19:34:58Z","2024-10-19T19:48:06.577Z","null","orhun"
"cargo-spellcheck","cargo-spellcheck","extra","x86_64","0.14.0","1","0","Checks all your documentation for spelling and grammar mistakes","https://github.com/drahnr/cargo-spellcheck","cargo-spellcheck-0.14.0-1-x86_64.pkg.tar.zst","10727206","31506850","2024-04-25T06:31:06Z","2024-04-25T09:27:17.615Z","null","orhun"
"cargo-supply-chain","cargo-supply-chain","extra","x86_64","0.3.2","2","0","Gather author, contributor and publisher data on crates in your dependency graph","https://github.com/rust-secure-code/cargo-supply-chain","cargo-supply-chain-0.3.2-2-x86_64.pkg.tar.zst","1224614","3191880","2024-07-12T01:55:57Z","2024-07-12T02:07:28.176Z","null","blakkheim"
"cargo-sweep","cargo-sweep","extra","x86_64","0.7.0","1","0","A cargo subcommand for cleaning up unused build files generated by Cargo","https://github.com/holmgr/cargo-sweep","cargo-sweep-0.7.0-1-x86_64.pkg.tar.zst","539229","1533693","2024-04-05T13:11:07Z","2024-04-05T13:19:44.001Z","null","kpcyrd"
"cargo-tarpaulin","cargo-tarpaulin","extra","x86_64","0.31.2","1","0","Tool to analyse test coverage of cargo projects","https://github.com/xd009642/tarpaulin","cargo-tarpaulin-0.31.2-1-x86_64.pkg.tar.zst","3107251","11031665","2024-08-20T18:31:49Z","2024-08-20T18:45:46.317Z","null","orhun"
"cargo-tauri","cargo-tauri","extra","x86_64","1.5.11","2","0","Command line interface for building Tauri apps","https://github.com/tauri-apps/tauri","cargo-tauri-1.5.11-2-x86_64.pkg.tar.zst","5645348","17772641","2024-05-11T18:20:57Z","2024-05-11T18:31:36.793Z","2024-06-04T17:04:38.165Z","bgyorgy"
"cargo-udeps","cargo-udeps","extra","x86_64","0.1.52","1","0","Find unused dependencies in Cargo.toml","https://github.com/est31/cargo-udeps","cargo-udeps-0.1.52-1-x86_64.pkg.tar.zst","4750803","14197038","2024-10-28T07:28:27Z","2024-10-28T07:37:34.355Z","null","orhun"
"cargo-update","cargo-update","extra","x86_64","16.0.0","1","0","A cargo subcommand for checking and applying updates to installed executables","https://github.com/nabijaczleweli/cargo-update","cargo-update-16.0.0-1-x86_64.pkg.tar.zst","1477003","5280295","2024-11-03T10:27:44Z","2024-11-03T10:30:07.241Z","null","orhun"
"cargo-watch","cargo-watch","extra","x86_64","8.5.3","1","0","Utility for Cargo to compile projects when sources change","https://github.com/watchexec/cargo-watch","cargo-watch-8.5.3-1-x86_64.pkg.tar.zst","1485408","4421749","2024-10-02T17:46:53Z","2024-10-02T18:43:04.260Z","null","alerque"
"cargo-wizard","cargo-wizard","extra","x86_64","0.2.2","2","0","Cargo subcommand for configuring Cargo profile","https://github.com/Kobzol/cargo-wizard","cargo-wizard-0.2.2-2-x86_64.pkg.tar.zst","831013","2460292","2024-04-24T13:35:25Z","2024-04-24T13:39:20.557Z","null","orhun"
"cargo-zigbuild","cargo-zigbuild","extra","x86_64","0.19.4","1","0","Compile Cargo project with zig as linker","https://github.com/rust-cross/cargo-zigbuild","cargo-zigbuild-0.19.4-1-x86_64.pkg.tar.zst","1069206","3494763","2024-10-28T13:31:28Z","2024-10-28T13:40:46.696Z","null","orhun"
"cargo2junit","cargo2junit","extra","x86_64","0.1.13","2","0","Convert Cargo's JSON output to JUnit XML","https://github.com/johnterickson/cargo2junit","cargo2junit-0.1.13-2-x86_64.pkg.tar.zst","267460","659974","2024-07-12T01:52:44Z","2024-07-12T02:07:28.592Z","null","blakkheim"
"caribou","caribou","extra","x86_64","0.4.21+75+g8ad9883","6","0","A text entry and UI navigation application (on-screen keyboard)","https://wiki.gnome.org/Projects/Caribou","caribou-0.4.21+75+g8ad9883-6-x86_64.pkg.tar.zst","193668","1050034","2024-04-08T07:08:53Z","2024-04-27T09:58:09.587Z","null","arojas"
"carla","carla","extra","x86_64","2.5.9","1","0","Audio Plugin Host","https://kxstudio.linuxaudio.org/Applications:Carla","carla-2.5.9-1-x86_64.pkg.tar.zst","8921667","78782709","2024-09-22T12:04:48Z","2024-09-22T12:15:48.112Z","null","dvzrv"
"cartridge-cli","cartridge-cli","extra","x86_64","2.12.5","2","0","Tarantool Cartridge command-line utility","https://tarantool.io/","cartridge-cli-2.12.5-2-x86_64.pkg.tar.zst","3880136","11451248","2024-07-12T01:56:50Z","2024-07-12T02:07:28.992Z","null","blakkheim"
"cartridges","cartridges","extra","any","2.10.1","2","0","Simple game launcher written in Python using GTK4 and Libadwaita","https://apps.gnome.org/Cartridges/","cartridges-2.10.1-2-any.pkg.tar.zst","235766","1310409","2024-11-02T23:57:49Z","2024-11-03T00:03:45.300Z","null","bgyorgy"
"castget","castget","extra","x86_64","2.0.1","2","0","Command-line based RSS enclosure downloader primarily intended for downloading of podcasts","https://johndal.com/castget/","castget-2.0.1-2-x86_64.pkg.tar.zst","22215","55584","2024-06-24T08:17:49Z","2024-07-08T06:50:07.808Z","null","carsme"
"castxml","castxml","extra","x86_64","0.6.8","2","0","C-family abstract syntax tree XML output tool","https://github.com/CastXML/CastXML","castxml-0.6.8-2-x86_64.pkg.tar.zst","873397","14443378","2024-09-14T19:09:52Z","2024-09-17T06:16:42.922Z","null","carsme"
"casync","casync","extra","x86_64","2.r267.g0efa7ab","3","0","Content-Addressable Data Synchronization Tool","https://github.com/systemd/casync/","casync-2.r267.g0efa7ab-3-x86_64.pkg.tar.zst","173249","408616","2024-07-12T01:57:36Z","2024-07-12T02:07:29.402Z","null","blakkheim"
"cataclysm-dda-tiles","cataclysm-dda","extra","x86_64","0.G","2","0","A graphical post-apocalyptic roguelike.","https://cataclysmdda.org/","cataclysm-dda-tiles-0.G-2-x86_64.pkg.tar.zst","36847918","62219512","2023-03-08T02:40:53Z","2023-05-19T15:43:48.276Z","null","svenstaro"
"cataclysm-dda","cataclysm-dda","extra","x86_64","0.G","2","0","A post-apocalyptic roguelike.","https://cataclysmdda.org/","cataclysm-dda-0.G-2-x86_64.pkg.tar.zst","42508130","195970185","2023-03-08T02:40:53Z","2023-05-19T15:43:47.426Z","null","svenstaro"
"catatonit","catatonit","extra","x86_64","0.2.0","3","0","A container init that is so simple it's effectively brain-dead.","https://github.com/openSUSE/catatonit/","catatonit-0.2.0-3-x86_64.pkg.tar.zst","285626","722568","2023-10-08T07:13:33Z","2023-10-08T07:16:11.902Z","null","dvzrv"
"catch2-v2","catch2-v2","extra","any","2.13.10","2","0","Modern, C++-native, header-only, test framework for unit-tests, TDD and BDD","https://github.com/catchorg/catch2","catch2-v2-2.13.10-2-any.pkg.tar.zst","189477","968924","2024-01-05T21:09:07Z","2024-01-05T21:11:36.997Z","null","andyrtr"
"catch2","catch2","extra","x86_64","3.6.0","1","0","Modern, C++-native, header-only, test framework for unit-tests, TDD and BDD","https://github.com/catchorg/catch2","catch2-3.6.0-1-x86_64.pkg.tar.zst","1009150","11076797","2024-05-24T23:12:15Z","2024-05-24T23:17:03.263Z","2024-09-29T08:31:49.519Z","anthraxx"
"catdoc","catdoc","extra","x86_64","0.95","6","0","A convertor for Microsoft Word, Excel, PowerPoint and RTF Files to text","https://www.wagner.pp.ru/~vitus/software/catdoc/","catdoc-0.95-6-x86_64.pkg.tar.zst","82448","625226","2024-07-12T01:59:09Z","2024-07-12T02:07:29.817Z","null","blakkheim"
"catfish","catfish","extra","any","4.18.0","3","0","Versatile file searching tool","https://docs.xfce.org/apps/catfish/start","catfish-4.18.0-3-any.pkg.tar.zst","387640","2265938","2024-09-17T07:34:19Z","2024-09-20T23:10:16.638Z","null","Antiz"
"catimg","catimg","extra","x86_64","2.7.0","1","0","Print images in a terminal with 256 colors support","https://github.com/posva/catimg","catimg-2.7.0-1-x86_64.pkg.tar.zst","43564","82664","2020-09-08T19:46:53Z","2023-05-19T15:43:49.615Z","null","felixonmars"
"cauchy","cauchy","extra","x86_64","0.9.0","4","0","A library for transforming Matlab/Octave files to C++ (with Eigen) and Matlab","https://bitbucket.org/cyrille/cauchy","cauchy-0.9.0-4-x86_64.pkg.tar.zst","144597","547150","2024-07-01T20:40:33Z","2024-07-01T20:42:20.253Z","null","arojas"
"cbatticon","cbatticon","extra","x86_64","1.6.13","2","0","Lightweight battery icon for the system tray","https://github.com/valr/cbatticon","cbatticon-1.6.13-2-x86_64.pkg.tar.zst","30927","118985","2024-07-12T01:59:50Z","2024-07-12T02:07:30.230Z","null","blakkheim"
"cbindgen","cbindgen","extra","x86_64","0.27.0","1","0","A tool for generating C bindings to Rust code","https://github.com/eqrion/cbindgen","cbindgen-0.27.0-1-x86_64.pkg.tar.zst","1389083","4078541","2024-08-11T12:27:30Z","2024-08-11T12:34:31.628Z","null","heftig"
"cblas","lapack","extra","x86_64","3.12.0","5","0","C interface to BLAS","https://www.netlib.org/lapack","cblas-3.12.0-5-x86_64.pkg.tar.zst","59041","354075","2024-04-03T18:00:36Z","2024-04-27T09:58:10.003Z","null","jelle"
"cblas64","lapack","extra","x86_64","3.12.0","5","0","C interface to BLAS (64-bit integers)","https://www.netlib.org/lapack","cblas64-3.12.0-5-x86_64.pkg.tar.zst","43530","240887","2024-04-03T18:00:36Z","2024-04-27T09:58:10.400Z","null","jelle"
"cbor-tool","cbor-tool","extra","x86_64","0.2.2.0","95","0","A tool for manipulating CBOR","https://github.com/well-typed/cborg","cbor-tool-0.2.2.0-95-x86_64.pkg.tar.zst","13545","43916","2024-10-23T13:20:23Z","2024-10-23T17:13:37.799Z","null","felixonmars"
"ccache","ccache","extra","x86_64","4.10.2","2","0","Compiler cache that speeds up recompilation by caching previous compilations","https://ccache.dev/","ccache-4.10.2-2-x86_64.pkg.tar.zst","564595","1504536","2024-09-07T14:23:28Z","2024-09-12T17:07:20.990Z","null","carsme"
"ccd2iso","ccd2iso","extra","x86_64","0.3","12","0","Converts CCD/IMG CloneCD images to ISO format","https://sourceforge.net/projects/ccd2iso","ccd2iso-0.3-12-x86_64.pkg.tar.zst","4639","14376","2024-07-06T20:10:43Z","2024-07-06T20:12:37.798Z","null","jelle"
"ccfits","ccfits","extra","x86_64","2.6","3","0","Object Oriented Interface to the CFITSIO Library","https://heasarc.gsfc.nasa.gov/docs/software/fitsio/ccfits/","ccfits-2.6-3-x86_64.pkg.tar.zst","355767","1544871","2024-07-12T02:00:24Z","2024-07-12T02:07:30.639Z","null","blakkheim"
"ccid","ccid","extra","x86_64","1.5.5","1","0","A generic USB Chip/Smart Card Interface Devices driver","https://ccid.apdu.fr/","ccid-1.5.5-1-x86_64.pkg.tar.zst","81144","263612","2024-01-14T12:19:07Z","2024-01-15T19:49:28.215Z","null","eworm"
"cclive","cclive","extra","x86_64","0.9.3","31","0","Commandline downloader for popular video websites.","http://cclive.sourceforge.net/","cclive-0.9.3-31-x86_64.pkg.tar.zst","134313","380366","2024-08-30T17:16:18Z","2024-09-02T16:01:12.678Z","null","arojas"
"ccls","ccls","extra","x86_64","0.20240202","1","0","C/C++/ObjC language server supporting cross references, hierarchies, completion and semantic highlighting","https://github.com/MaskRay/ccls","ccls-0.20240202-1-x86_64.pkg.tar.zst","502993","1378776","2024-06-30T18:16:32Z","2024-07-05T19:16:40.154Z","2024-10-01T08:43:39.405Z","foutrelis"
"cddlib","cddlib","extra","x86_64","0.94m","2","1","C library implementing Double Description Method for convex polyhedra","https://www.inf.ethz.ch/personal/fukudak/cdd_home/","cddlib-1:0.94m-2-x86_64.pkg.tar.zst","836251","3000481","2024-07-01T20:46:06Z","2024-07-01T20:49:23.674Z","null","arojas"
"cdemu-client","cdemu-client","extra","any","3.2.5","2","0","Simple command-line client for controlling cdemu-daemon","https://cdemu.sourceforge.io/","cdemu-client-3.2.5-2-any.pkg.tar.zst","38613","198195","2024-07-08T22:25:11Z","2024-07-08T22:27:30.455Z","null","heftig"
"cdemu-daemon","cdemu-daemon","extra","x86_64","3.2.7","1","0","CD/DVD-ROM device emulator daemon","https://cdemu.sourceforge.io/","cdemu-daemon-3.2.7-1-x86_64.pkg.tar.zst","66549","178464","2024-07-08T22:23:04Z","2024-07-08T22:25:34.293Z","null","heftig"
"cdparanoia","cdparanoia","extra","x86_64","10.2","9","0","Compact Disc Digital Audio extraction tool","https://www.xiph.org/paranoia/","cdparanoia-10.2-9-x86_64.pkg.tar.zst","74821","190451","2023-12-22T21:05:40Z","2023-12-22T21:08:13.632Z","null","felixonmars"
"cdrdao","cdrdao","extra","x86_64","1.2.5","7","0","Records audio/data CD-Rs in disk-at-once (DAO) mode","http://cdrdao.sourceforge.net/","cdrdao-1.2.5-7-x86_64.pkg.tar.zst","337629","1259699","2024-08-25T06:57:44Z","2024-08-25T07:01:15.576Z","null","bgyorgy"
"cdrtools","cdrtools","extra","x86_64","3.02a09","6","0","Highly portable CD/DVD/BluRay command line recording software","https://sourceforge.net/projects/cdrtools/","cdrtools-3.02a09-6-x86_64.pkg.tar.zst","886803","4057079","2024-07-20T15:31:39Z","2024-07-27T11:48:25.838Z","null","carsme"
"celluloid","celluloid","extra","x86_64","0.27","1","0","Simple GTK+ frontend for mpv","https://celluloid-player.github.io/","celluloid-0.27-1-x86_64.pkg.tar.zst","251296","1020997","2024-06-24T21:45:22Z","2024-06-24T21:47:44.445Z","null","arojas"
"cereal","cereal","extra","any","1.3.2","2","0","C++11 library for serialization","https://github.com/USCiLab/cereal","cereal-1.3.2-2-any.pkg.tar.zst","196548","1419702","2024-07-04T15:00:12Z","2024-07-04T15:03:31.030Z","null","Antiz"
"ceres-solver","ceres-solver","extra","x86_64","2.2.0","4","0","Solver for nonlinear least squares problems","http://ceres-solver.org/","ceres-solver-2.2.0-4-x86_64.pkg.tar.zst","1166695","5349241","2024-02-17T19:12:29Z","2024-02-20T18:49:13.151Z","null","arojas"
"cern-vdt","cern-vdt","extra","x86_64","0.4.4","2","0","A vectorised math library from CERN","https://github.com/dpiparo/vdt","cern-vdt-0.4.4-2-x86_64.pkg.tar.zst","32622","109552","2024-03-01T14:51:03Z","2024-03-01T14:54:56.348Z","null","dvzrv"
"certbot-apache","certbot-apache","extra","any","3.0.0","1","0","Apache plugin for Certbot","https://pypi.python.org/pypi/certbot-apache","certbot-apache-3.0.0-1-any.pkg.tar.zst","320300","2061194","2024-11-06T21:30:48Z","2024-11-06T21:54:22.027Z","null","grawlinson"
"certbot-dns-cloudflare","certbot-dns-cloudflare","extra","any","3.0.0","1","0","Cloudflare DNS Authenticator plugin for Certbot","https://pypi.python.org/pypi/certbot-dns-cloudflare","certbot-dns-cloudflare-3.0.0-1-any.pkg.tar.zst","25489","123688","2024-11-06T21:31:35Z","2024-11-06T21:54:22.546Z","null","grawlinson"
"certbot-dns-digitalocean","certbot-dns-digitalocean","extra","any","3.0.0","1","0","DigitalOcean DNS Authenticator plugin for Certbot","https://pypi.python.org/pypi/certbot-dns-digitalocean","certbot-dns-digitalocean-3.0.0-1-any.pkg.tar.zst","21032","83589","2024-11-06T21:31:54Z","2024-11-06T21:54:23.019Z","null","grawlinson"
"certbot-dns-dnsimple","certbot-dns-dnsimple","extra","any","3.0.0","1","0","DNSimple DNS Authenticator plugin for Certbot","https://pypi.python.org/pypi/certbot-dns-dnsimple","certbot-dns-dnsimple-3.0.0-1-any.pkg.tar.zst","14112","38600","2024-11-06T21:32:20Z","2024-11-06T21:54:23.486Z","null","grawlinson"
"certbot-dns-dnsmadeeasy","certbot-dns-dnsmadeeasy","extra","any","3.0.0","1","0","DNS Made Easy DNS Authenticator plugin for Certbot","https://pypi.python.org/pypi/certbot-dns-dnsmadeeasy","certbot-dns-dnsmadeeasy-3.0.0-1-any.pkg.tar.zst","14546","41439","2024-11-06T21:32:40Z","2024-11-06T21:54:23.953Z","null","grawlinson"
"certbot-dns-gehirn","certbot-dns-gehirn","extra","any","3.0.0","1","0","Gehirn DNS Authenticator plugin for Certbot","https://pypi.python.org/pypi/certbot-dns-gehirn","certbot-dns-gehirn-3.0.0-1-any.pkg.tar.zst","14320","40979","2024-11-06T21:33:00Z","2024-11-06T21:54:24.433Z","null","grawlinson"
"certbot-dns-google","certbot-dns-google","extra","any","3.0.0","1","0","Google Cloud DNS Authenticator plugin for Certbot","https://pypi.python.org/pypi/certbot-dns-google","certbot-dns-google-3.0.0-1-any.pkg.tar.zst","37208","223203","2024-11-06T21:33:20Z","2024-11-06T21:54:24.911Z","null","grawlinson"
"certbot-dns-hetzner","certbot-dns-hetzner","extra","any","2.0.1","1","0","Certbot plugin enabling dns-01 challenge on the Hetzner DNS API","https://github.com/ctrlaltcoop/certbot-dns-hetzner","certbot-dns-hetzner-2.0.1-1-any.pkg.tar.zst","15426","47290","2024-07-03T21:33:58Z","2024-07-03T21:56:48.486Z","null","hashworks"
"certbot-dns-inwx","certbot-dns-inwx","extra","any","3.0.0","2","0","INWX DNS authenticator plugin for certbot","https://github.com/oGGy990/certbot-dns-inwx","certbot-dns-inwx-3.0.0-2-any.pkg.tar.zst","27001","110860","2024-11-13T22:31:57Z","2024-11-13T22:33:56.607Z","null","Segaja"
"certbot-dns-linode","certbot-dns-linode","extra","any","3.0.0","1","0","Linode DNS Authenticator plugin for Certbot","https://pypi.python.org/pypi/certbot-dns-linode","certbot-dns-linode-3.0.0-1-any.pkg.tar.zst","16406","55534","2024-11-06T21:33:42Z","2024-11-06T21:54:25.391Z","null","grawlinson"
"certbot-dns-luadns","certbot-dns-luadns","extra","any","3.0.0","1","0","LuaDNS DNS Authenticator plugin for Certbot","https://pypi.python.org/pypi/certbot-dns-luadns","certbot-dns-luadns-3.0.0-1-any.pkg.tar.zst","14231","39125","2024-11-06T21:34:01Z","2024-11-06T21:54:25.866Z","null","grawlinson"
"certbot-dns-nsone","certbot-dns-nsone","extra","any","3.0.0","1","0","NS1 DNS Authenticator plugin for Certbot","https://pypi.python.org/pypi/certbot-dns-nsone","certbot-dns-nsone-3.0.0-1-any.pkg.tar.zst","14405","39471","2024-11-06T21:34:20Z","2024-11-06T21:54:26.346Z","null","grawlinson"
"certbot-dns-ovh","certbot-dns-ovh","extra","any","3.0.0","1","0","OVH DNS Authenticator plugin for Certbot","https://pypi.python.org/pypi/certbot-dns-ovh","certbot-dns-ovh-3.0.0-1-any.pkg.tar.zst","15138","44488","2024-11-06T21:34:39Z","2024-11-06T21:54:26.829Z","null","grawlinson"
